ReachID,Name,RiverID,ClimateClass,RKm,WidthMean
2,Akolkolex_River_2,1,27,10,850
3,Akolkolex_River_3,1,27,20,
4,Akolkolex_River_4,1,27,30,
5,Beaver_River_1,2,27,0,965
6,Beaver_River_2,2,27,10,965
7,Beaver_River_3,2,27,20,
8,Beaver_River_4,2,27,30,
9,Beaver_River_5,2,27,40,
10,Beaver_River_6,2,27,50,
11,Beaver_River_7,2,27,60,
12,Blaeberry_River_1,3,27,0,965
13,Blaeberry_River_2,3,27,10,965
14,Blaeberry_River_3,3,27,20,
15,Blaeberry_River_4,3,27,30,
16,Blaeberry_River_5,3,27,40,
17,Blaeberry_River_6,3,27,50,
18,Blaeberry_River_7,3,29,60,
19,Bluewater_Creek_1,4,27,0,965
20,Bluewater_Creek_2,4,27,10,965
21,Bluewater_Creek_3,4,27,20,
22,Bluewater_Creek_4,4,29,30,
23,Bluewater_Creek_5,4,29,40,
24,Bush_River_1,5,27,0,1575
25,Bush_River_2,5,27,10,1575
26,Bush_River_3,5,27,20,
27,Bush_River_4,5,27,30,
28,Bush_River_5,5,27,40,
29,Canoe_River_1,6,26,0,1397
30,Canoe_River_2,6,27,10,1397
31,Canoe_River_3,6,27,20,1397
32,Canoe_River_4,6,27,30,
33,Canoe_River_5,6,27,40,
34,Canoe_River_6,6,29,50,
35,Chelan_River_1,7,7,0,655
36,Clatskanie_River_1,8,9,0,3558
37,Clatskanie_River_2,8,9,10,3558
38,Clatskanie_River_3,8,9,20,
39,Clatskanie_River_4,8,9,30,
40,Clatskanie_River_5,8,9,40,
41,Clatskanie_River_6,8,9,50,
42,Columbia_River_1,9,9,0,3558
43,Columbia_River_10,9,9,90,3558
44,Columbia_River_100,9,7,990,1237
45,Columbia_River_101,9,7,1000,1237
46,Columbia_River_102,9,7,1010,1237
47,Columbia_River_103,9,7,1020,1237
48,Columbia_River_104,9,7,1030,1094
49,Columbia_River_105,9,7,1040,1575
50,Columbia_River_106,9,7,1050,1575
51,Columbia_River_107,9,7,1060,1575
52,Columbia_River_108,9,7,1070,1575
53,Columbia_River_109,9,26,1080,1575
54,Columbia_River_11,9,9,100,3558
55,Columbia_River_110,9,26,1090,1575
56,Columbia_River_111,9,7,1100,1575
57,Columbia_River_112,9,7,1110,1575
58,Columbia_River_113,9,7,1120,1575
59,Columbia_River_114,9,7,1130,1575
60,Columbia_River_115,9,7,1140,498
61,Columbia_River_116,9,7,1150,498
62,Columbia_River_117,9,26,1160,498
63,Columbia_River_118,9,26,1170,498
64,Columbia_River_119,9,26,1180,498
65,Columbia_River_12,9,9,110,1094
66,Columbia_River_120,9,26,1190,498
67,Columbia_River_121,9,26,1200,498
68,Columbia_River_122,9,26,1210,190
69,Columbia_River_123,9,26,1220,190
70,Columbia_River_124,9,26,1230,190
71,Columbia_River_125,9,26,1240,190
72,Columbia_River_126,9,26,1250,1996
73,Columbia_River_127,9,26,1260,1996
74,Columbia_River_128,9,26,1270,1996
75,Columbia_River_129,9,26,1280,1996
76,Columbia_River_13,9,9,120,1094
77,Columbia_River_130,9,26,1290,1996
78,Columbia_River_131,9,26,1300,1996
79,Columbia_River_132,9,26,1310,1996
80,Columbia_River_133,9,26,1320,1996
81,Columbia_River_134,9,26,1330,1996
82,Columbia_River_135,9,26,1340,1996
83,Columbia_River_136,9,26,1350,1996
84,Columbia_River_137,9,27,1360,1996
85,Columbia_River_138,9,26,1370,1996
86,Columbia_River_139,9,26,1380,1996
87,Columbia_River_14,9,9,130,1094
88,Columbia_River_140,9,26,1390,1996
89,Columbia_River_141,9,26,1400,1996
90,Columbia_River_142,9,26,1410,1996
91,Columbia_River_143,9,26,1420,1996
92,Columbia_River_144,9,26,1430,1996
93,Columbia_River_145,9,26,1440,1996
94,Columbia_River_146,9,27,1450,850
95,Columbia_River_147,9,26,1460,850
96,Columbia_River_148,9,26,1470,850
97,Columbia_River_149,9,26,1480,850
98,Columbia_River_15,9,9,140,1094
99,Columbia_River_150,9,26,1490,850
100,Columbia_River_151,9,26,1500,850
101,Columbia_River_152,9,26,1510,850
102,Columbia_River_153,9,26,1520,850
103,Columbia_River_154,9,27,1530,850
104,Columbia_River_155,9,26,1540,850
105,Columbia_River_156,9,26,1550,850
106,Columbia_River_157,9,26,1560,850
107,Columbia_River_158,9,26,1570,850
108,Columbia_River_159,9,26,1580,850
109,Columbia_River_16,9,9,150,1094
110,Columbia_River_160,9,27,1590,850
111,Columbia_River_161,9,27,1600,850
112,Columbia_River_162,9,27,1610,850
113,Columbia_River_163,9,27,1620,1575
114,Columbia_River_164,9,27,1630,1575
115,Columbia_River_165,9,26,1640,1774
116,Columbia_River_166,9,27,1650,1774
117,Columbia_River_167,9,27,1660,1774
118,Columbia_River_168,9,27,1670,1575
119,Columbia_River_169,9,27,1680,1575
120,Columbia_River_17,9,9,160,1094
121,Columbia_River_170,9,27,1690,1575
122,Columbia_River_171,9,27,1700,1575
123,Columbia_River_172,9,26,1710,1575
124,Columbia_River_173,9,26,1720,965
125,Columbia_River_174,9,27,1730,965
126,Columbia_River_175,9,27,1740,965
127,Columbia_River_176,9,27,1750,965
128,Columbia_River_177,9,27,1760,965
129,Columbia_River_178,9,27,1770,965
130,Columbia_River_179,9,26,1780,965
131,Columbia_River_18,9,9,170,1094
132,Columbia_River_180,9,27,1790,965
133,Columbia_River_181,9,26,1800,97
134,Columbia_River_182,9,26,1810,97
135,Columbia_River_183,9,27,1820,97
136,Columbia_River_184,9,26,1830,97
137,Columbia_River_185,9,27,1840,97
138,Columbia_River_186,9,27,1850,97
139,Columbia_River_187,9,26,1860,97
140,Columbia_River_188,9,26,1870,97
141,Columbia_River_189,9,27,1880,97
142,Columbia_River_19,9,9,180,1094
143,Columbia_River_190,9,26,1890,97
144,Columbia_River_191,9,26,1900,97
145,Columbia_River_192,9,26,1910,97
146,Columbia_River_193,9,26,1920,97
147,Columbia_River_194,9,26,1930,97
148,Columbia_River_195,9,26,1940,
149,Columbia_River_196,9,26,1950,
150,Columbia_River_197,9,26,1960,
151,Columbia_River_2,9,9,10,3558
152,Columbia_River_20,9,9,190,1094
153,Columbia_River_21,9,9,200,1094
154,Columbia_River_22,9,9,210,1094
155,Columbia_River_23,9,9,220,1094
156,Columbia_River_24,9,9,230,1094
157,Columbia_River_25,9,9,240,1094
158,Columbia_River_26,9,9,250,1094
159,Columbia_River_27,9,9,260,1094
160,Columbia_River_28,9,9,270,1094
161,Columbia_River_29,9,9,280,1094
162,Columbia_River_3,9,9,20,3558
163,Columbia_River_30,9,8,290,1094
164,Columbia_River_31,9,8,300,1094
165,Columbia_River_32,9,8,310,1094
166,Columbia_River_33,9,8,320,1094
167,Columbia_River_34,9,8,330,965
168,Columbia_River_35,9,8,340,965
169,Columbia_River_36,9,8,350,1397
170,Columbia_River_37,9,8,360,1397
171,Columbia_River_38,9,8,370,1397
172,Columbia_River_39,9,5,380,1397
173,Columbia_River_4,9,9,30,3558
174,Columbia_River_40,9,5,390,1397
175,Columbia_River_41,9,5,400,1996
176,Columbia_River_42,9,5,410,1996
177,Columbia_River_43,9,5,420,1996
178,Columbia_River_44,9,5,430,1996
179,Columbia_River_45,9,5,440,1996
180,Columbia_River_46,9,5,450,1996
181,Columbia_River_47,9,5,460,1996
182,Columbia_River_48,9,5,470,1996
183,Columbia_River_49,9,7,480,1996
184,Columbia_River_5,9,9,40,3558
185,Columbia_River_50,9,5,490,1996
186,Columbia_River_51,9,5,500,1996
187,Columbia_River_52,9,5,510,1996
188,Columbia_River_53,9,5,520,850
189,Columbia_River_54,9,5,530,850
190,Columbia_River_55,9,5,540,655
191,Columbia_River_56,9,5,550,655
192,Columbia_River_57,9,5,560,655
193,Columbia_River_58,9,5,570,655
194,Columbia_River_59,9,5,580,655
195,Columbia_River_6,9,9,50,3558
196,Columbia_River_60,9,5,590,655
197,Columbia_River_61,9,5,600,655
198,Columbia_River_62,9,5,610,655
199,Columbia_River_63,9,5,620,655
200,Columbia_River_64,9,5,630,655
201,Columbia_River_65,9,5,640,655
202,Columbia_River_66,9,5,650,655
203,Columbia_River_67,9,5,660,655
204,Columbia_River_68,9,5,670,655
205,Columbia_River_69,9,5,680,572
206,Columbia_River_7,9,9,60,3558
207,Columbia_River_70,9,5,690,572
208,Columbia_River_71,9,5,700,572
209,Columbia_River_72,9,5,710,572
210,Columbia_River_73,9,5,720,572
211,Columbia_River_74,9,5,730,572
212,Columbia_River_75,9,5,740,572
213,Columbia_River_76,9,5,750,572
214,Columbia_River_77,9,18,760,572
215,Columbia_River_78,9,7,770,572
216,Columbia_River_79,9,7,780,572
217,Columbia_River_8,9,9,70,3558
218,Columbia_River_80,9,7,790,572
219,Columbia_River_81,9,7,800,655
220,Columbia_River_82,9,7,810,655
221,Columbia_River_83,9,7,820,655
222,Columbia_River_84,9,7,830,850
223,Columbia_River_85,9,7,840,850
224,Columbia_River_86,9,7,850,850
225,Columbia_River_87,9,7,860,432
226,Columbia_River_88,9,7,870,1237
227,Columbia_River_89,9,7,880,432
228,Columbia_River_9,9,9,80,3558
229,Columbia_River_90,9,7,890,432
230,Columbia_River_91,9,7,900,432
231,Columbia_River_92,9,7,910,432
232,Columbia_River_93,9,7,920,432
233,Columbia_River_94,9,7,930,432
234,Columbia_River_95,9,7,940,432
235,Columbia_River_96,9,7,950,1237
236,Columbia_River_97,9,7,960,1237
237,Columbia_River_98,9,7,970,1237
238,Columbia_River_99,9,7,980,1237
239,Colville_River_1,10,26,0,1575
240,Colville_River_10,10,18,90,
241,Colville_River_2,10,26,10,1575
242,Colville_River_3,10,26,20,
243,Colville_River_4,10,26,30,
244,Colville_River_5,10,26,40,
245,Colville_River_6,10,18,50,
246,Colville_River_7,10,18,60,
247,Colville_River_8,10,18,70,
248,Colville_River_9,10,18,80,
249,Cowlitz_River_1,11,9,0,319
250,Cowlitz_River_10,11,9,90,319
251,Cowlitz_River_11,11,9,100,319
252,Cowlitz_River_12,11,9,110,319
253,Cowlitz_River_13,11,9,120,319
254,Cowlitz_River_14,11,9,130,319
255,Cowlitz_River_15,11,9,140,319
256,Cowlitz_River_16,11,9,150,319
257,Cowlitz_River_17,11,9,160,319
258,Cowlitz_River_18,11,9,170,319
259,Cowlitz_River_19,11,9,180,319
260,Cowlitz_River_2,11,9,10,319
261,Cowlitz_River_20,11,9,190,319
262,Cowlitz_River_21,11,9,200,319
263,Cowlitz_River_3,11,9,20,319
264,Cowlitz_River_4,11,9,30,319
265,Cowlitz_River_5,11,9,40,319
266,Cowlitz_River_6,11,9,50,319
267,Cowlitz_River_7,11,9,60,319
268,Cowlitz_River_8,11,9,70,319
269,Cowlitz_River_9,11,9,80,319
270,Cummins_River_1,12,27,0,1774
271,Cummins_River_2,12,27,10,1774
272,Cummins_River_3,12,27,20,850
273,Cummins_River_4,12,29,30,
274,Deschutes_River_1,13,8,0,50
275,Deschutes_River_10,13,7,90,50
276,Deschutes_River_11,13,7,100,50
277,Deschutes_River_12,13,7,110,50
278,Deschutes_River_13,13,7,120,50
279,Deschutes_River_14,13,7,130,50
280,Deschutes_River_15,13,7,140,50
281,Deschutes_River_16,13,7,150,50
282,Deschutes_River_17,13,7,160,50
283,Deschutes_River_18,13,7,170,50
284,Deschutes_River_19,13,7,180,432
285,Deschutes_River_2,13,8,10,50
286,Deschutes_River_20,13,7,190,432
287,Deschutes_River_21,13,7,200,
288,Deschutes_River_22,13,7,210,
289,Deschutes_River_23,13,7,220,
290,Deschutes_River_24,13,7,230,
291,Deschutes_River_25,13,7,240,
292,Deschutes_River_26,13,7,250,
293,Deschutes_River_27,13,7,260,
294,Deschutes_River_28,13,7,270,
295,Deschutes_River_29,13,7,280,
296,Deschutes_River_3,13,18,20,50
297,Deschutes_River_30,13,18,290,
298,Deschutes_River_31,13,18,300,
299,Deschutes_River_32,13,18,310,
300,Deschutes_River_33,13,18,320,
301,Deschutes_River_34,13,18,330,
302,Deschutes_River_35,13,18,340,
303,Deschutes_River_36,13,18,350,
304,Deschutes_River_37,13,18,360,
305,Deschutes_River_38,13,18,370,
306,Deschutes_River_39,13,18,380,
307,Deschutes_River_4,13,8,30,50
308,Deschutes_River_40,13,18,390,
309,Deschutes_River_41,13,18,400,
310,Deschutes_River_42,13,18,410,
311,Deschutes_River_5,13,8,40,50
312,Deschutes_River_6,13,9,50,50
313,Deschutes_River_7,13,8,60,50
314,Deschutes_River_8,13,7,70,50
315,Deschutes_River_9,13,7,80,50
316,Downie_Creek_1,14,27,0,850
317,Downie_Creek_2,14,27,10,
318,Downie_Creek_3,14,27,20,
319,Downie_Creek_4,14,27,30,
320,Downie_Creek_5,14,27,40,
321,Elochoman_River_1,15,9,0,3558
322,Elochoman_River_2,15,9,10,3558
323,Elochoman_River_3,15,9,20,
324,Entiat_River_1,16,18,0,572
325,Entiat_River_10,16,19,90,
326,Entiat_River_2,16,18,10,572
327,Entiat_River_3,16,18,20,
328,Entiat_River_4,16,18,30,
329,Entiat_River_5,16,18,40,
330,Entiat_River_6,16,18,50,
331,Entiat_River_7,16,19,60,
332,Entiat_River_8,16,19,70,
333,Entiat_River_9,16,19,80,
334,Forster_Creek_1,17,26,0,97
335,Forster_Creek_2,17,27,10,97
336,Forster_Creek_3,17,27,20,97
337,Forster_Creek_4,17,27,30,
338,Forster_Creek_5,17,29,40,
339,Forster_Creek_6,17,29,50,
340,Gold_River_1,18,27,0,965
341,Gold_River_2,18,27,10,965
342,Gold_River_3,18,29,20,
343,Gold_River_4,18,29,30,
344,Goldstream_River_1,19,26,0,850
345,Goldstream_River_2,19,26,10,850
346,Goldstream_River_3,19,27,20,850
347,Goldstream_River_4,19,27,30,
348,Goldstream_River_5,19,27,40,
349,Goldstream_River_6,19,27,50,
350,Goldstream_River_7,19,29,60,
351,Goldstream_River_8,19,29,70,
352,Grays_River_1,20,9,0,3558
353,Grays_River_2,20,9,10,
354,Grays_River_3,20,15,20,
355,Grays_River_4,20,9,30,
356,Grays_River_5,20,9,40,
357,Grays_River_6,20,9,50,
358,Halfway_River_1,21,26,0,1996
359,Halfway_River_2,21,27,10,1996
360,Halfway_River_3,21,27,20,
361,Halfway_River_4,21,27,30,
362,Halfway_River_5,21,27,40,
363,Hood_River_1,22,9,0,1094
364,Hood_River_2,22,9,10,1094
365,Hood_River_3,22,9,20,
366,Illecillewaet_River_1,23,27,0,850
367,Illecillewaet_River_2,23,27,10,850
368,Illecillewaet_River_3,23,27,20,
369,Illecillewaet_River_4,23,27,30,
370,Illecillewaet_River_5,23,27,40,
371,Illecillewaet_River_6,23,27,50,
372,Illecillewaet_River_7,23,27,60,
373,Illecillewaet_River_8,23,27,70,
374,Incomappleux_River_1,24,27,0,1996
375,Incomappleux_River_2,24,27,10,1996
376,Incomappleux_River_3,24,26,20,
377,Incomappleux_River_4,24,27,30,
378,Incomappleux_River_5,24,27,40,
379,Incomappleux_River_6,24,27,50,
380,Incomappleux_River_7,24,29,60,
381,John_Day_River_1,25,8,0,72
382,John_Day_River_10,25,7,90,72
383,John_Day_River_11,25,7,100,72
384,John_Day_River_12,25,7,110,72
385,John_Day_River_13,25,7,120,72
386,John_Day_River_14,25,7,130,72
387,John_Day_River_15,25,7,140,72
388,John_Day_River_16,25,7,150,72
389,John_Day_River_17,25,7,160,72
390,John_Day_River_18,25,7,170,72
391,John_Day_River_19,25,7,180,72
392,John_Day_River_2,25,8,10,72
393,John_Day_River_20,25,7,190,72
394,John_Day_River_21,25,7,200,72
395,John_Day_River_22,25,7,210,72
396,John_Day_River_23,25,7,220,72
397,John_Day_River_24,25,7,230,72
398,John_Day_River_25,25,7,240,72
399,John_Day_River_26,25,7,250,72
400,John_Day_River_27,25,7,260,
401,John_Day_River_28,25,7,270,
402,John_Day_River_29,25,7,280,
403,John_Day_River_2_1,26,9,0,3558
404,John_Day_River_2_2,26,9,10,3558
405,John_Day_River_3,25,8,20,72
406,John_Day_River_30,25,7,290,
407,John_Day_River_31,25,7,300,
408,John_Day_River_32,25,7,310,
409,John_Day_River_33,25,7,320,
410,John_Day_River_34,25,7,330,
411,John_Day_River_35,25,7,340,
412,John_Day_River_36,25,7,350,
413,John_Day_River_37,25,7,360,
414,John_Day_River_38,25,7,370,
415,John_Day_River_39,25,7,380,
416,John_Day_River_4,25,5,30,72
417,John_Day_River_40,25,7,390,
418,John_Day_River_41,25,7,400,
419,John_Day_River_42,25,7,410,
420,John_Day_River_43,25,7,420,
421,John_Day_River_44,25,7,430,
422,John_Day_River_45,25,18,440,
423,John_Day_River_46,25,18,450,
424,John_Day_River_5,25,5,40,72
425,John_Day_River_6,25,7,50,72
426,John_Day_River_7,25,7,60,72
427,John_Day_River_8,25,7,70,72
428,John_Day_River_9,25,7,80,72
429,Jordan_River_1,27,27,0,850
430,Jordan_River_2,27,27,10,850
431,Jordan_River_3,27,27,20,850
432,Jordan_River_4,27,27,30,
433,Jordan_River_5,27,29,40,
434,Kalama_River_1,28,9,0,1094
435,Kalama_River_2,28,9,10,1094
436,Kalama_River_3,28,9,20,97
437,Kalama_River_4,28,9,30,
438,Kalama_River_5,28,9,40,
439,Kalama_River_6,28,9,50,
440,Kalama_River_7,28,9,60,
441,Kalama_River_8,28,9,70,
442,Kettle_River_1,29,26,0,155
443,Kettle_River_10,29,26,90,
444,Kettle_River_11,29,26,100,
445,Kettle_River_12,29,26,110,
446,Kettle_River_13,29,26,120,
447,Kettle_River_14,29,26,130,
448,Kettle_River_15,29,26,140,
449,Kettle_River_16,29,26,150,
450,Kettle_River_17,29,7,160,
451,Kettle_River_18,29,26,170,
452,Kettle_River_19,29,26,180,
453,Kettle_River_2,29,26,10,155
454,Kettle_River_20,29,26,190,
455,Kettle_River_21,29,26,200,
456,Kettle_River_22,29,26,210,
457,Kettle_River_23,29,26,220,
458,Kettle_River_24,29,26,230,
459,Kettle_River_25,29,26,240,
460,Kettle_River_26,29,26,250,
461,Kettle_River_27,29,26,260,
462,Kettle_River_28,29,26,270,
463,Kettle_River_29,29,27,280,
464,Kettle_River_3,29,26,20,155
465,Kettle_River_30,29,27,290,
466,Kettle_River_31,29,27,300,
467,Kettle_River_32,29,27,310,
468,Kettle_River_33,29,27,320,
469,Kettle_River_34,29,27,330,
470,Kettle_River_4,29,26,30,
471,Kettle_River_5,29,26,40,
472,Kettle_River_6,29,26,50,
473,Kettle_River_7,29,26,60,
474,Kettle_River_8,29,26,70,
475,Kettle_River_9,29,26,80,
476,Kicking_Horse_River_1,30,26,0,97
477,Kicking_Horse_River_2,30,27,10,97
478,Kicking_Horse_River_3,30,27,20,
479,Kicking_Horse_River_4,30,27,30,
480,Kicking_Horse_River_5,30,27,40,
481,Kicking_Horse_River_6,30,27,50,
482,Kicking_Horse_River_7,30,27,60,
483,Kicking_Horse_River_8,30,27,70,
484,Kicking_Horse_River_9,30,29,80,
485,Kinbasket_River_1,31,27,0,1575
486,Kinbasket_River_2,31,27,10,1575
487,Kinbasket_River_3,31,27,20,
488,Klickitat_River_1,32,9,0,1094
489,Klickitat_River_10,32,18,90,
490,Klickitat_River_11,32,18,100,
491,Klickitat_River_12,32,18,110,
492,Klickitat_River_13,32,18,120,
493,Klickitat_River_14,32,19,130,
494,Klickitat_River_15,32,19,140,
495,Klickitat_River_16,32,19,150,
496,Klickitat_River_2,32,18,10,1094
497,Klickitat_River_3,32,18,20,
498,Klickitat_River_4,32,18,30,
499,Klickitat_River_5,32,18,40,
500,Klickitat_River_6,32,18,50,
501,Klickitat_River_7,32,18,60,
502,Klickitat_River_8,32,18,70,
503,Klickitat_River_9,32,18,80,
504,Kootenay_River_1,33,26,0,1996
505,Kootenay_River_10,33,26,90,850
506,Kootenay_River_11,33,26,100,850
507,Kootenay_River_12,33,26,110,850
508,Kootenay_River_13,33,27,120,850
509,Kootenay_River_14,33,26,130,850
510,Kootenay_River_15,33,26,140,850
511,Kootenay_River_16,33,26,150,850
512,Kootenay_River_17,33,26,160,850
513,Kootenay_River_18,33,26,170,850
514,Kootenay_River_19,33,26,180,850
515,Kootenay_River_2,33,26,10,655
516,Kootenay_River_20,33,26,190,850
517,Kootenay_River_21,33,26,200,850
518,Kootenay_River_22,33,18,210,850
519,Kootenay_River_23,33,18,220,850
520,Kootenay_River_24,33,18,230,850
521,Kootenay_River_25,33,18,240,850
522,Kootenay_River_26,33,18,250,850
523,Kootenay_River_27,33,18,260,850
524,Kootenay_River_28,33,18,270,850
525,Kootenay_River_29,33,18,280,850
526,Kootenay_River_3,33,26,20,655
527,Kootenay_River_30,33,18,290,850
528,Kootenay_River_31,33,18,300,850
529,Kootenay_River_32,33,18,310,850
